FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
AGEF2F,2,2,18-21,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEF2F,3,3,22-29,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEF2F,4,4,30 or older,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEF2F,8,8,Refused,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEF2F,9,9,Don't know,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,12,12,12 years or younger,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,13,13,13 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,14,14,14 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,15,15,15 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,16,16,16 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,17,17,17 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,18,18,18 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,19,19,19 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,20,20,20 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,21,21,21 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,22,22,22 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,23,23,23 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,24,24,24 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,25,25,25 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,26,26,26 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,27,27,27 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,28,28,28 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,29,29,29 years,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFIRST,30,30,30 years or older,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,15,15,15 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,16,16,16 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,17,17,17 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,18,18,18 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,19,19,19 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,20,20,20 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,21,21,21 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,22,22,22 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,23,23,23 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,24,24,24 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,25,25,25 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,26,26,26 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,27,27,27 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,28,28,28 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,29,29,29 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,30,30,30 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,31,31,31 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,32,32,32 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,33,33,33 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,34,34,34 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,35,35,35 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,36,36,36 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,37,37,37 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,38,38,38 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,39,39,39 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,40,40,40 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,41,41,41 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,42,42,42 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,43,43,43 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,44,44,44 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,45,45,45 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,46,46,46 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,47,47,47 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,48,48,48 years,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFMT,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEFSTER,1,1,UNDER 6 YEARS,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
AGEFSTER,2,2,6-12 YEARS,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
AGEFSTER,3,3,13-17 YEARS,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
AGEFSTER,4,4,18 YEARS AND OLDER,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
AGEFSTER,98,98,Refused,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
AGEFSTER,99,99,Don't know,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
AGEHP,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEHP,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEHPNA,97,97,Not ascertained,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEHPNA,98,98,Refused,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEHPNA,99,99,Don't know,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEMAM1F,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEMAM1F,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEMOMBF,1,1,LESS THAN 18 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMBF,2,2,18-19 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMBF,3,3,20-24 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMBF,4,4,25-29 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMBF,5,5,30 OR OLDER,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMBF,95,95,NO MOTHER OR MOTHER-FIGURE,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMBF,96,96,MOTHER-FIGURE HAD NO CHILDREN,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGERFEMC,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGERFEMC,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGERFF,15,15,15 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,16,16,16 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,17,17,17 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,18,18,18 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,19,19,19 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,20,20,20 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,21,21,21 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,22,22,22 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,23,23,23 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,24,24,24 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,25,25,25 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,26,26,26 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,27,27,27 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,28,28,28 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,29,29,29 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,30,30,30 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,31,31,31 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,32,32,32 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,33,33,33 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,34,34,34 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,35,35,35 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,36,36,36 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,37,37,37 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,38,38,38 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,39,39,39 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,40,40,40 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,41,41,41 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,42,42,42 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,43,43,43 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,44,44,44 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,45,45,45 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,46,46,46 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,47,47,47 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,48,48,48 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,15,15,15 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,16,16,16 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,17,17,17 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,18,18,18 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,19,19,19 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,20,20,20 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,21,21,21 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,22,22,22 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,23,23,23 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,24,24,24 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,25,25,25 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,26,26,26 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,27,27,27 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,28,28,28 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,29,29,29 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,30,30,30 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,31,31,31 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,32,32,32 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,33,33,33 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,34,34,34 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,35,35,35 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,36,36,36 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,37,37,37 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,38,38,38 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,39,39,39 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,40,40,40 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,41,41,41 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,42,42,42 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,43,43,43 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,44,44,44 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,45,45,45 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,46,46,46 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,47,47,47 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,48,48,48 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,49,49,49 years,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,97,97,Not ascertained,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,98,98,Refused,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,99,99,Don't know,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,10,10,10 YEARS OR YOUNGER,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,97,97,Not ascertained,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,98,98,Refused,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,99,99,Don't know,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,1,1,How HIV/AIDS is transmitted,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,2,2,"Other sexually transmitted diseases like gonorrhea, herpes, or Hepatitis C",1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,3,3,The correct use of condoms,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,4,4,Needle cleaning/using clean needles,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,5,5,Dangers of needle sharing,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,6,6,Abstinence from sex (not having sex),1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,7,7,Reducing your number of sexual partners,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,8,8,Condom use to prevent HIV or STD transmission,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,9,9,"Safe sex practices (abstinence, condom use, etc)",1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,10,10,Getting tested and knowing your HIV status,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,11,11,"Medicines to prevent getting HIV (pre-exposure prophylaxis, also known as PrEP)",1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,20,20,Some other topic - not shown separately,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,98,98,Refused,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,99,99,Don't know,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
ANYBCF,1,1,"Yes, at least one month of method use",1,40,37,37,1E-12,,0,,0,N,N,N,,,,,
ANYBCF,2,2,"No, no months of method use",1,40,37,37,1E-12,,0,,0,N,N,N,,,,,
APROCESSF,1,1,Fees were too high,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
APROCESSF,2,2,There were not enough kids available,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
APROCESSF,3,3,Some other reason,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
APROCESSF,8,8,Refused,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
APROCESSF,9,9,Don't know,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,1,1,More than once a week,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,2,2,Once a week,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,3,3,2-3 times a month,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,4,4,Once a month (about 12 times a year),1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,5,5,3-11 times a year,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,6,6,Once or twice a year,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,7,7,Never,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,8,8,Refused,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDF,9,9,Don't know,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,1,1,Only attracted to males,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,2,2,Mostly attracted to males,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,3,3,Equally attracted to males and females,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,4,4,Mostly attracted to females,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,5,5,Only attracted to females,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,6,6,Not sure,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,7,7,Not ascertained,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,8,8,Refused,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,9,9,Don't know,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,1,1,I did not need to see a doctor in the last year,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,2,2,I did not know where to go for care,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,3,3,I could not afford to pay for a visit,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,4,4,I was afraid to hear bad news,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,5,5,I had privacy/confidentiality concerns,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,6,6,I could not take time off from work,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,7,7,Insurance,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,8,8,Not sexually active,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,9,9,Time/busy,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,10,10,Didn't make appt,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,11,11,Don't like/trust doctors,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,20,20,Something else (please specify),1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,98,98,Refused,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,99,99,Don't know,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,1,1,Private doctor's office,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,2,2,HMO facility,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,3,3,"Community health clinic, community clinic, public health clinic",1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,4,4,Family planning or Planned Parenthood Clinic,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,5,5,Employer or company clinic,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,6,6,School or school-based clinic,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,7,7,Hospital outpatient clinic,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,8,8,Hospital emergency room,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,9,9,Hospital regular room,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,10,10,"Urgent care center, urgi-care or walk-in facility",1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,11,11,"In-store health clinic (like CVS, Target, or Walmart)",1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,20,20,Some other place,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,98,98,Refused,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCPLCF,99,99,Don't know,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
BCREAS,1,1,Yes,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
BCREAS,5,5,No,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
BCREAS,6,6,"No, not using any method at the time",1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
BCREAS,8,8,Refused,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
BCREAS,9,9,Don't know,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
BCWHYFF,1,1,Health or medical problem,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
BCWHYFF,2,2,Some other reason,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
