FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
AGEFF,39,39,39 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGEFF,40,40,40 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGEFF,41,41,41 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGEFF,42,42,42 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGEFF,43,43,43 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGEFF,44,44,44 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGEHP,.,.,INAPPLICABLE,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
AGEHP,LOW,24,UNDER 25 YEARS,1,40,17,17,1E-12,,0,,0,N,N,N,L,,,,
AGEHP,25,44,25-44 YEARS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
AGEHP,45,95,45 YEARS OR OLDER,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
AGEMOMF,1,1,LESS THAN 18 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMF,2,2,18-19 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMF,3,3,20-24 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMF,4,4,25-29 YEARS,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMF,5,5,30 OR OLDER,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEMOMF,96,96,MOTHER-FIGURE HAD NO CHILDREN,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
AGEPRG,.,.,INAPPLICABLE,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
AGEPRG,0,1999,UNDER 20 YEARS,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
AGEPRG,2000,2499,20-24 YEARS,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
AGEPRG,2500,2999,25-29 YEARS,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
AGEPRG,3000,4499,30-44 YEARS,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
AGERFEMC,.,.,INAPPLICABLE,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
AGERFEMC,LOW,17,UNDER 18 YEARS,1,40,14,14,1E-12,,0,,0,N,N,N,L,,,,
AGERFEMC,18,44,18-44 YEARS,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
AGERFF,15,15,15 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,16,16,16 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,17,17,17 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,18,18,18 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,19,19,19 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,20,20,20 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,21,21,21 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,22,22,22 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,23,23,23 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,24,24,24 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,25,25,25 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,26,26,26 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,27,27,27 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,28,28,28 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,29,29,29 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,30,30,30 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,31,31,31 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,32,32,32 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,33,33,33 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,34,34,34 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,35,35,35 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,36,36,36 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,37,37,37 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,38,38,38 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,39,39,39 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,40,40,40 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,41,41,41 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,42,42,42 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,43,43,43 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGERFF,44,44,44 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
ANYMSCHP,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
ANYMSCHP,1,1,YES,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
ANYMSCHP,2,2,NO,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
ANYMTHD,1,1,YES,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
ANYMTHD,2,2,NO,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
ANYPRGHP,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
ANYPRGHP,1,1,YES,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
ANYPRGHP,2,2,NO,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
B1PREMAR,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
B1PREMAR,1,1,YES,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
B1PREMAR,2,2,NO,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
BIRTHS,.,.,INAPPLICABLE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
BIRTHS,0,0,0 BIRTHS,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
BIRTHS,1,1,1 BIRTH,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
BIRTHS,2,2,2 BIRTHS,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
BIRTHS,3,95,3 OR MORE BIRTHS,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
CEBOWF,.,.,INAPPLICABLE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
CEBOWF,0,0,NONE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
CEBOWF,1,1,1 CHILD,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
CEBOWF,2,2,2 CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
CEBOWF,3,95,3 OR MORE CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
CMFMT,.,.,INAPPLICABLE,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMFMT,301,1164,BEFORE 1997,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMFMT,1165,1239,JANUARY 1997 OR LATER,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMFSTSEX,.,.,INAPPLICABLE,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
CMFSTSEX,301,1164,BEFORE 1997,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
CMFSTSEX,1165,1239,JANUARY 1997 OR LATER,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
CMFSTSEX,9996,9996,R INSISTS SHE HAS NEVER HAD SEX,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
CMINTVWF,1225,1239,JAN 2002 - MAR 2003,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
CMLSEX,.,.,INAPPLICABLE,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
CMLSEX,301,1164,BEFORE 1997,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
CMLSEX,1165,1239,JANUARY 1997 OR LATER,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
CMLSEX,9996,9996,ONLY HAD SEX ONCE WITH THIS PARTNER,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
CMPGVISL,.,.,INAPPLICABLE,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMPGVISL,301,1164,BEFORE 1997,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMPGVISL,1165,1239,JANUARY 1997 OR LATER,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMPGVISL,9996,9996,ONLY HAD 1 VISIT,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMRECODE,.,.,INAPPLICABLE,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMRECODE,301,1164,BEFORE 1997,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMRECODE,1165,1239,JANUARY 1997 OR LATER,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
CMSEXAFM,.,.,INAPPLICABLE,1,44,44,44,1E-12,,0,,0,N,N,N,,,,,
CMSEXAFM,301,1164,BEFORE 1997,1,44,44,44,1E-12,,0,,0,N,N,N,,,,,
CMSEXAFM,1165,1239,JANUARY 1997 OR LATER,1,44,44,44,1E-12,,0,,0,N,N,N,,,,,
CMSEXAFM,9996,9996,R INSISTS SHE HAS NOT HAD SEX SINCE MENARCHE,1,44,44,44,1E-12,,0,,0,N,N,N,,,,,
CMSTRTMC,.,.,INAPPLICABLE,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
CMSTRTMC,1189,1189,JANUARY 1999,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
CMSTRTMC,1190,1200,FEB-DEC 1999,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
CMSTRTMC,1201,1212,2000,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
CMSTRTMC,1213,1224,2001,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
CMSTRTMC,1225,1236,2002,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
CMSTRTMC,1237,1239,JAN-MARCH 2003,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
COHEVER,1,1,"YES, EVER COHABITED (LIVED WITH A MAN OUTSIDE OF MARRIAGE)",1,58,58,58,1E-12,,0,,0,N,N,N,,,,,
COHEVER,2,2,"NO, NEVER COHABITED (LIVED WITH A MAN OUTSIDE OF MARRIAGE)",1,58,58,58,1E-12,,0,,0,N,N,N,,,,,
COHOUT,.,.,INAPPLICABLE,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
COHOUT,1,1,INTACT COHABITATION,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
COHOUT,2,2,INTACT MARRIAGE,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
COHOUT,3,3,DISSOLVED MARRIAGE,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
COHOUT,4,4,DISSOLVED COHABITATION,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
COHSTAT,1,1,NEVER COHABITED OUTSIDE OF MARRIAGE,1,40,37,37,1E-12,,0,,0,N,N,N,,,,,
COHSTAT,2,2,FIRST COHABITED BEFORE FIRST MARRIAGE,1,40,37,37,1E-12,,0,,0,N,N,N,,,,,
COHSTAT,3,3,FIRST COHABITED AFTER FIRST MARRIAGE,1,40,37,37,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,.,.,INAPPLICABLE,1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,0,0,LESS THAN 1 MONTH,1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,1,12,1-12 MONTHS,1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,13,24,13-24 MONTHS,1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,25,36,25-36 MONTHS,1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,37,994,MORE THAN 3 YEARS,1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,995,995,FIRST CONCEPTION AFTER OR IN SAME MONTH AS FIRST MARRIAGE,1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CON1MAR,996,996,"HAS BEEN MARRIED, BUT HAS NEVER BEEN PREGNANT",1,57,57,57,1E-12,,0,,0,N,N,N,,,,,
CONDOMR,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
CONDOMR,1,1,YES,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
CONDOMR,2,2,NO,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,1,1,FEMALE STERILIZATION,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,2,2,MALE STERILIZATION,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,3,3,NORPLANT IMPLANT,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,4,4,LUNELLE (INJECTABLE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,5,5,DEPO-PROVERA (INJECTABLE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,6,6,PILL,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,7,7,CONTRACEPTIVE PATCH,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,8,8,MORNING-AFTER PILL,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,9,9,IUD,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,10,10,DIAPHRAGM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,11,11,(MALE) CONDOM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,12,12,FEMALE CONDOM/VAGINAL POUCH,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,13,13,FOAM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,14,14,CERVICAL CAP,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,15,15,TODAY (TM) SPONGE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,16,16,SUPPOSITORY OR INSERT,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,17,17,JELLY OR CREAM ALONE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,18,18,"PERIODIC ABSTINENCE: NFP, CERVICAL MUCUS TEST OR TEMPERATURE RHYTHM",1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,19,19,PERIODIC ABSTINENCE: CALENDAR RHYTHM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,20,20,WITHDRAWAL,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,21,21,OTHER METHOD,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,30,30,PREGNANT,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,31,31,SEEKING PREGNANCY,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,32,32,POSTPARTUM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,33,33,STERILE--NONSURGICAL--FEMALE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,34,34,STERILE--NONSURGICAL--MALE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,35,35,STERILE--SURGICAL--FEMALE(NONCONTRACEPTIVE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,36,36,STERILE--SURGICAL--MALE(NONCONTRACEPTIVE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,38,38,STERILE--UNKNOWN REASONS--MALE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,40,40,OTHER NON-USER--NEVER HAD INTERCOURSE SINCE FIRST PERIOD,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,41,41,OTHER NON-USER--HAD INTERCOURSE BUT NOT IN 3 MONTHS PRIOR TO INTERVIEW,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,42,42,OTHER NON-USER--HAD INTERCOURSE IN 3 MONTHS PRIOR TO INTERVIEW,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTAT,88,88,"INAPPLICABLE--NO 2ND, 3RD OR 4TH METHOD REPORTED",1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,1,1,FEMALE STERILIZATION,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,2,2,MALE STERILIZATION,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,3,3,NORPLANT IMPLANT,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,4,4,LUNELLE (INJECTABLE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,5,5,DEPO-PROVERA (INJECTABLE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,6,6,PILL,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,7,7,CONTRACEPTIVE PATCH,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,8,8,MORNING-AFTER PILL,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,9,9,IUD,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,10,10,DIAPHRAGM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,11,11,(MALE) CONDOM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,12,12,FEMALE CONDOM/VAGINAL POUCH,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,13,13,FOAM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,14,14,CERVICAL CAP,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,15,15,TODAY (TM) SPONGE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,16,16,SUPPOSITORY OR INSERT,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,17,17,JELLY OR CREAM ALONE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,18,18,"PERIODIC ABSTINENCE: NFP, CERVICAL MUCUS TEST OR TEMPERATURE RHYTHM",1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,19,19,PERIODIC ABSTINENCE: CALENDAR RHYTHM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,20,20,WITHDRAWAL,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,21,21,OTHER METHOD,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,30,30,PREGNANT,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,31,31,SEEKING PREGNANCY,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,32,32,POSTPARTUM,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,33,33,STERILE--NONSURGICAL--FEMALE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,34,34,STERILE--NONSURGICAL--MALE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,35,35,STERILE--SURGICAL--FEMALE(NONCONTRACEPTIVE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,36,36,STERILE--SURGICAL--MALE(NONCONTRACEPTIVE),1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,38,38,STERILE--UNKNOWN REASONS--MALE,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,40,40,OTHER NON-USER--NEVER HAD INTERCOURSE SINCE FIRST PERIOD,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,41,41,OTHER NON-USER--HAD INTERCOURSE BUT NOT IN 3 MONTHS PRIOR TO INTERVIEW,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CONSTATF,42,42,OTHER NON-USER--HAD INTERCOURSE IN 3 MONTHS PRIOR TO INTERVIEW,1,70,70,70,1E-12,,0,,0,N,N,N,,,,,
CURRPRTS,0,0,NONE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
CURRPRTS,1,1,1 PARTNER,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
CURRPRTS,2,95,2 OR MORE PARTNERS,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
DATESEX,.,.,INAPPLICABLE,1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
DATESEX,301,1164,BEFORE 1997,1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
DATESEX,1165,1239,JANUARY 1997 OR LATER,1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
DATESEX,9595,9595,NEVER HAD PERIOD BUT HAS HAD INTERCOURSE,1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
DATEUSE,.,.,INAPPLICABLE,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
DATEUSE,301,1164,BEFORE 1997,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
DATEUSE,1165,1239,JANUARY 1997 OR LATER,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
DATEUSE,9301,91164,BEFORE 1997 (ESTIMATED),1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
DATEUSE,91165,91239,JANUARY 1997 OR LATER (ESTIMATED),1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
DD1REMAR,.,.,INAPPLICABLE,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DD1REMAR,0,12,1 YEAR OR LESS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DD1REMAR,13,24,13-24 MONTHS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DD1REMAR,25,36,25-36 MONTHS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DD1REMAR,37,48,37-48 MONTHS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DD1REMAR,49,60,49-60 MONTHS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DD1REMAR,61,995,MORE THAN 5 YEARS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
DEGREFMT,1,1,LESS THAN HIGH SCHOOL,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
DEGREFMT,2,2,HIGH SCHOOL GRAD OR GED,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
DEGREFMT,3,3,SOME COLLEGE,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
DEGREFMT,4,4,BACHELOR'S DEGREE OR HIGHER,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
