FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
AGER,41,41,41 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGER,42,42,42 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGER,43,43,43 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGER,44,44,44 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGER,45,45,45 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGER,46,46,46 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGER,47,47,47 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGER,48,48,48 YEARS,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,15,15,15 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,16,16,16 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,17,17,17 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,18,18,18 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,19,19,19 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,20,20,20 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,21,21,21 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,22,22,22 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,23,23,23 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,24,24,24 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,25,25,25 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,26,26,26 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,27,27,27 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,28,28,28 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,29,29,29 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,30,30,30 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,31,31,31 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,32,32,32 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,33,33,33 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,34,34,34 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,35,35,35 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,36,36,36 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,37,37,37 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,38,38,38 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,39,39,39 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,40,40,40 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,41,41,41 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,42,42,42 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,43,43,43 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,44,44,44 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,45,45,45 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,46,46,46 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,47,47,47 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,48,48,48 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESCRN,49,49,49 years,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
AGESELF,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGESELF,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,10,10,10 YEARS OR YOUNGER,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,97,97,Not ascertained,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,98,98,Refused,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEVAGR,99,99,Don't know,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
AGEWFPRT2F,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AGEWFPRT2F,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,1,1,How HIV/AIDS is transmitted,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,2,2,"Other sexually transmitted diseases like gonorrhea, herpes, or Hepatitis C",1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,3,3,The correct use of condoms,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,4,4,Needle cleaning/using clean needles,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,5,5,Dangers of needle sharing,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,6,6,Abstinence from sex (not having sex),1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,7,7,Reducing your number of sexual partners,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,8,8,Condom use to prevent HIV or STD transmission,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,9,9,"""Safe sex"" practices (abstinence, condom use, etc)",1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,10,10,Getting tested and knowing your HIV status,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,11,11,"Medicines to prevent getting HIV (pre-exposure prophylaxis, also known as PrEP)",1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,20,20,Some other topic - not shown separately,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,98,98,Refused,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AIDSTALKF,99,99,Don't know,1,79,79,79,1E-12,,0,,0,N,N,N,,,,,
AKIDNONE,0,0,None,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNONE,1,1,1 child,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNONE,2,2,2 children,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNONE,3,3,3 children,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNONE,4,4,4 children,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNONE,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNONE,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNUM,0,0,None,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNUM,98,98,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
AKIDNUM,99,99,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
ALCORISK,1,1,A lot,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
ALCORISK,2,2,A little,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
ALCORISK,3,3,Not at all,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
ALCORISK,4,4,No opinion,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
ALCORISK,8,8,Refused,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
ALCORISK,9,9,Don't know,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,1,1,More than once a week,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,2,2,Once a week,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,3,3,2-3 times a month,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,4,4,Once a month (about 12 times a year),1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,5,5,3-11 times a year,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,6,6,Once or twice a year,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,7,7,Never,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,8,8,Refused,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTNDFMT,9,9,Don't know,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,1,1,Only attracted to females,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,2,2,Mostly attracted to females,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,3,3,Equally attracted to females and males,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,4,4,Mostly attracted to males,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,5,5,Only attracted to males,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,6,6,Not sure,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,7,7,Not ascertained,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,8,8,Refused,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
ATTRACT,9,9,Don't know,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
B1PREMAR,1,1,Yes (1st biological child born before 1st marriage),1,74,74,74,1E-12,,0,,0,N,N,N,,,,,
B1PREMAR,2,2,No (1st biological child born in same month as or later than 1st marriage),1,74,74,74,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,1,1,I did not need to see a doctor in the last year,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,2,2,I did not know where to go for care,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,3,3,I could not afford to pay for a visit,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,4,4,I was afraid to hear bad news,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,5,5,I had privacy/confidentiality concerns,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,6,6,I could not take time off from work,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,7,7,Insurance,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,8,8,Not sexually active,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,9,9,Time/busy,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,10,10,Didn't make appt,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,11,11,Don't like/trust doctors,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,20,20,Something else - not shown separately,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,98,98,Refused,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BARRIERF,99,99,Don't know,1,47,47,47,1E-12,,0,,0,N,N,N,,,,,
BIOADPTKD,0,0,NONE,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
BIOADPTKD,1,1,1 CHILD,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
BIOADPTKD,2,2,2 CHILDREN,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
BIOADPTKD,3,3,3 CHILDREN,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,1,1,In this household full-time,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,2,2,In this household part-time,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,3,3,With his/her mother,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,4,4,Away at school or college,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,5,5,Living on own,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,6,6,Living with other relatives,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,7,7,Deceased,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
BIOCHLIV1F,8,8,Placed for adoption or adopted,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
